Datetime_Cleaned,Solar_Wind_Speed_kms,Proton_Density_cm3,Kp_Index,Water_Height_Meters,Earthquake_Magnitude,Seismic_Depth_km,Starlink_Satellites_Destroyed,Radar_Signal_Loss_dB,GPS_Position_Error_Meters,Scaled_Solar_Speed,Scaled_Radar_Loss
1996-01-02 21:00:00,354.4,2.0,1,-0.18,0.0,0.0,0,1.4,1.81,0.13928447377561654,0.018348623853211007
1996-01-02 22:00:00,339.5,2.6,1,-0.4,0.0,0.0,0,1.43,1.78,0.11340743313650575,0.018960244648318043
1996-01-02 23:00:00,342.0,3.3,1,-0.42,0.0,0.0,0,1.47,1.78,0.11774921847863845,0.01977573904179409
1996-01-03 00:00:00,337.7,6.6,3,-0.07,0.0,0.0,0,3.23,1.78,0.1102813476901702,0.05565749235474007
1996-01-03 01:00:00,347.8,1.0,0,0.32,0.0,0.0,0,0.55,1.8,0.1278221604723863,0.001019367991845057
1996-01-03 02:00:00,385.0,2.1,1,0.97,0.0,0.0,0,1.41,1.87,0.19242792636332062,0.01855249745158002
1996-01-03 03:00:00,341.0,6.0,3,1.55,0.0,0.0,0,3.2,1.78,0.11601250434178537,0.05504587155963304
1996-01-03 04:00:00,333.8,5.8,2,1.86,0.0,0.0,0,2.39,1.77,0.10350816255644325,0.03853211009174312
1996-01-03 05:00:00,375.9,4.2,2,1.97,0.0,0.0,0,2.31,1.85,0.17662382771795762,0.036901121304791035
1996-01-03 06:00:00,338.4,4.2,2,1.82,0.0,0.0,0,2.31,1.78,0.11149704758596733,0.036901121304791035
1996-01-03 07:00:00,352.2,2.5,1,1.35,0.0,0.0,0,1.43,1.8,0.13546370267453978,0.018960244648318043
1996-01-03 08:00:00,375.8,0.8,0,0.69,0.0,0.0,0,0.54,1.85,0.17645015630427238,0.0008154943934760456
1996-01-03 09:00:00,352.0,3.8,1,0.09,0.0,0.0,0,1.49,1.8,0.1351163598471692,0.02018348623853211
1996-01-03 10:00:00,395.6,3.7,1,-0.32,0.0,0.0,0,1.49,1.89,0.21083709621396327,0.02018348623853211
1996-01-03 11:00:00,352.1,5.0,2,-0.45,0.0,0.0,0,2.35,1.8,0.13529003126085454,0.03771661569826708
1996-01-03 12:00:00,370.7,2.9,1,-0.31,0.0,0.0,0,1.45,1.84,0.16759291420632166,0.019367991845056064
1996-01-03 13:00:00,349.9,1.7,0,0.19,0.0,0.0,0,0.58,1.8,0.1314692601597777,0.0016309887869520889
1996-01-03 14:00:00,349.9,0.8,0,0.83,0.0,0.0,0,0.54,1.8,0.1314692601597777,0.0008154943934760456
1996-01-03 15:00:00,381.9,2.3,1,1.37,0.0,0.0,0,1.42,1.86,0.18704411253907607,0.018756371049949032
1996-01-03 16:00:00,376.6,0.6,0,1.89,0.0,0.0,0,0.53,1.85,0.17783952761375485,0.0006116207951070343
1996-01-03 17:00:00,356.9,7.4,3,2.06,0.0,0.0,0,3.27,1.81,0.1436262591177492,0.05647298674821611
1996-01-03 18:00:00,368.3,1.7,0,1.93,0.0,0.0,0,0.58,1.84,0.16342480027787432,0.0016309887869520889
1996-01-03 19:00:00,352.3,1.5,0,1.51,0.0,0.0,0,0.57,1.8,0.13563737408822513,0.0014271151885830776
1996-01-03 20:00:00,374.1,3.0,1,1.08,0.0,0.0,0,1.45,1.85,0.17349774227162215,0.019367991845056064
1996-01-03 21:00:00,403.1,2.2,1,0.27,0.0,0.0,0,1.41,1.91,0.2238624522403613,0.01855249745158002
1996-01-03 22:00:00,345.0,2.7,1,-0.1,0.0,0.0,0,1.44,1.79,0.12295936088919766,0.019164118246687054
1996-01-03 23:00:00,343.7,1.5,0,-0.34,0.0,0.0,0,0.57,1.79,0.12070163251128865,0.0014271151885830776
1996-01-04 00:00:00,351.7,3.0,1,-0.28,0.0,0.0,0,1.45,1.8,0.13459534560611325,0.019367991845056064
1996-01-04 01:00:00,355.9,1.7,0,0.07,0.0,0.0,0,0.58,1.81,0.14188954498089615,0.0016309887869520889
1996-01-04 02:00:00,337.8,1.3,0,0.67,0.0,0.0,0,0.56,1.78,0.11045501910385555,0.0012232415902140685
1996-01-04 03:00:00,332.2,1.0,0,1.26,0.0,0.0,0,0.55,1.76,0.1007294199374783,0.001019367991845057
1996-01-04 04:00:00,374.7,3.6,1,1.75,0.0,0.0,0,1.48,1.85,0.17453977075373395,0.0199796126401631
1996-01-04 05:00:00,353.9,1.6,0,1.98,0.0,0.0,0,0.58,1.81,0.13841611670718998,0.0016309887869520889
1996-01-04 06:00:00,405.6,5.2,2,2.0,0.0,0.0,0,2.36,1.91,0.228204237582494,0.037920489296636085
1996-01-04 07:00:00,402.2,2.0,0,1.75,0.0,0.0,0,0.6,1.9,0.22229940951719349,0.002038735983690112
1996-01-04 08:00:00,369.2,4.6,2,1.18,0.0,0.0,0,2.33,1.84,0.16498784300104205,0.037308868501529056
1996-01-04 09:00:00,348.4,3.0,1,0.6,0.0,0.0,0,1.45,1.8,0.12886418895449808,0.019367991845056064
1996-01-04 10:00:00,333.0,1.3,0,0.1,0.0,0.0,0,0.56,1.77,0.10211879124696077,0.0012232415902140685
1996-01-04 11:00:00,349.1,6.5,3,-0.24,0.0,0.0,0,3.23,1.8,0.1300798888502953,0.05565749235474007
1996-01-04 12:00:00,341.1,3.7,1,-0.33,0.0,0.0,0,1.49,1.78,0.11618617575547072,0.02018348623853211
1996-01-04 13:00:00,356.2,2.9,1,-0.05,0.0,0.0,0,1.45,1.81,0.1424105592219521,0.019367991845056064
1996-01-04 14:00:00,375.9,1.3,0,0.42,0.0,0.0,0,0.56,1.85,0.17662382771795762,0.0012232415902140685
1996-01-04 15:00:00,340.7,1.7,0,0.99,0.0,0.0,0,0.58,1.78,0.11549149010072943,0.0016309887869520889
1996-01-04 16:00:00,317.0,6.5,3,1.56,0.0,0.0,0,3.23,1.73,0.0743313650573116,0.05565749235474007
1996-01-04 17:00:00,336.9,2.0,1,1.94,0.0,0.0,0,1.4,1.77,0.10889197638068773,0.018348623853211007
1996-01-04 18:00:00,348.8,5.9,2,2.05,0.0,0.0,0,2.4,1.8,0.12955887460923937,0.03873598369011213
1996-01-04 19:00:00,364.7,0.9,0,1.87,0.0,0.0,0,0.55,1.83,0.1571726293852032,0.001019367991845057
1996-01-04 20:00:00,342.2,2.6,1,1.45,0.0,0.0,0,1.43,1.78,0.11809656130600904,0.018960244648318043
1996-01-04 21:00:00,343.3,3.6,1,0.84,0.0,0.0,0,1.48,1.79,0.12000694685654746,0.0199796126401631
1996-01-04 22:00:00,391.9,1.3,0,0.29,0.0,0.0,0,0.56,1.88,0.2044112539076068,0.0012232415902140685
1996-01-04 23:00:00,351.1,1.8,0,-0.18,0.0,0.0,0,0.59,1.8,0.13355331712400145,0.0018348623853211004
1996-01-05 00:00:00,326.0,5.5,2,-0.34,0.0,0.0,0,2.38,1.75,0.08996179228898926,0.03832823649337411
1996-01-05 01:00:00,337.6,4.2,2,-0.17,0.0,0.0,0,2.31,1.78,0.11010767627648496,0.036901121304791035
1996-01-05 02:00:00,343.5,3.1,1,0.31,0.0,0.0,0,1.46,1.79,0.12035428968391805,0.019571865443425075
1996-01-05 03:00:00,356.5,4.4,2,0.8,0.0,0.0,0,2.32,1.81,0.14293157346300803,0.03710499490316004
1996-01-05 04:00:00,335.2,1.3,0,1.36,0.0,0.0,0,0.56,1.77,0.10593956234803752,0.0012232415902140685
1996-01-05 05:00:00,385.7,1.6,0,1.88,0.0,0.0,0,0.58,1.87,0.19364362625911777,0.0016309887869520889
1996-01-05 06:00:00,385.0,2.2,1,2.0,0.0,0.0,0,1.41,1.87,0.19242792636332062,0.01855249745158002
1996-01-05 07:00:00,365.6,1.2,0,2.04,0.0,0.0,0,0.56,1.83,0.15873567210837103,0.0012232415902140685
1996-01-05 08:00:00,370.2,2.9,1,1.75,0.0,0.0,0,1.45,1.84,0.1667245571378951,0.019367991845056064
1996-01-05 09:00:00,352.4,5.4,2,1.17,0.0,0.0,0,2.37,1.8,0.13581104550191037,0.0381243628950051
1996-01-05 10:00:00,366.1,0.9,0,0.5,0.0,0.0,0,0.55,1.83,0.15960402917679756,0.001019367991845057
1996-01-05 11:00:00,349.8,4.8,2,0.04,0.0,0.0,0,2.34,1.8,0.13129558874609246,0.037512742099898064
1996-01-05 12:00:00,357.5,3.8,1,-0.23,0.0,0.0,0,1.49,1.82,0.14466828759986108,0.02018348623853211
1996-01-05 13:00:00,380.6,2.8,1,-0.22,0.0,0.0,0,1.44,1.86,0.18478638416116713,0.019164118246687054
1996-01-05 14:00:00,388.9,7.9,3,0.06,0.0,0.0,0,3.3,1.88,0.19920111149704758,0.05708460754332314
1996-01-05 15:00:00,347.7,3.7,1,0.53,0.0,0.0,0,1.49,1.8,0.12764848905870094,0.02018348623853211
1996-01-05 16:00:00,388.8,2.2,1,1.21,0.0,0.0,0,1.41,1.88,0.19902744008336234,0.01855249745158002
1996-01-05 17:00:00,339.9,3.0,1,1.74,0.0,0.0,0,1.45,1.78,0.11410211879124695,0.019367991845056064
1996-01-05 18:00:00,384.2,4.4,2,2.03,0.0,0.0,0,2.32,1.87,0.19103855505383815,0.03710499490316004
1996-01-05 19:00:00,325.5,7.6,3,2.12,0.0,0.0,0,3.28,1.75,0.08909343522056272,0.05667686034658512
1996-01-05 20:00:00,337.8,2.5,1,1.86,0.0,0.0,0,1.43,1.78,0.11045501910385555,0.018960244648318043
1996-01-05 21:00:00,342.6,1.4,0,1.46,0.0,0.0,0,0.57,1.79,0.11879124696075033,0.0014271151885830776
1996-01-05 22:00:00,310.2,1.5,0,0.77,0.0,0.0,0,0.57,1.72,0.06252170892671066,0.0014271151885830776
1996-01-05 23:00:00,325.1,2.7,1,0.3,0.0,0.0,0,1.44,1.75,0.08839874956582153,0.019164118246687054
1996-01-06 00:00:00,377.0,5.3,2,-0.2,0.0,0.0,0,2.37,1.85,0.17853421326849603,0.0381243628950051
1996-01-06 01:00:00,366.3,6.6,3,-0.2,0.0,0.0,0,3.23,1.83,0.15995137200416817,0.05565749235474007
1996-01-06 02:00:00,370.7,1.5,0,-0.11,0.0,0.0,0,0.57,1.84,0.16759291420632166,0.0014271151885830776
1996-01-06 03:00:00,352.1,1.9,0,0.38,0.0,0.0,0,0.59,1.8,0.13529003126085454,0.0018348623853211004
1996-01-06 04:00:00,348.8,4.5,2,0.94,0.0,0.0,0,2.33,1.8,0.12955887460923937,0.037308868501529056
1996-01-06 05:00:00,362.2,8.0,3,1.56,0.0,0.0,0,3.3,1.82,0.1528308440430705,0.05708460754332314
1996-01-06 06:00:00,368.2,1.8,0,1.97,0.0,0.0,0,0.59,1.84,0.16325112886418897,0.0018348623853211004
1996-01-06 07:00:00,389.2,3.5,1,2.12,0.0,0.0,0,1.48,1.88,0.19972212573810352,0.0199796126401631
1996-01-06 08:00:00,378.3,2.2,1,2.05,0.0,0.0,0,1.41,1.86,0.18079194164640505,0.01855249745158002
1996-01-06 09:00:00,380.1,0.2,0,1.64,0.0,0.0,0,0.51,1.86,0.1839180270927406,0.0002038735983690114
1996-01-06 10:00:00,392.9,1.5,0,0.99,0.0,0.0,0,0.57,1.89,0.20614796804445987,0.0014271151885830776
1996-01-06 11:00:00,358.0,3.1,1,0.55,0.0,0.0,0,1.46,1.82,0.14553664466828764,0.019571865443425075
1996-01-06 12:00:00,350.9,4.1,2,-0.0,0.0,0.0,0,2.31,1.8,0.13320597429663075,0.036901121304791035
1996-01-06 13:00:00,394.3,4.0,2,-0.21,0.0,0.0,0,2.3,1.89,0.20857936783605424,0.03669724770642201
1996-01-06 14:00:00,357.5,5.3,2,-0.08,0.0,0.0,0,2.37,1.82,0.14466828759986108,0.0381243628950051
1996-01-06 15:00:00,371.5,4.1,2,0.16,0.0,0.0,0,2.31,1.84,0.16898228551580413,0.036901121304791035
1996-01-06 16:00:00,365.6,5.4,2,0.72,0.0,0.0,0,2.37,1.83,0.15873567210837103,0.0381243628950051
1996-01-06 17:00:00,380.6,5.6,2,1.37,0.0,0.0,0,2.38,1.86,0.18478638416116713,0.03832823649337411
1996-01-06 18:00:00,388.1,3.3,1,1.85,0.0,0.0,0,1.47,1.88,0.1978117401875652,0.01977573904179409
1996-01-06 19:00:00,377.6,10.3,4,2.17,0.0,0.0,0,11.02,4.66,0.17957624175060793,0.2144750254841998
1996-01-06 20:00:00,404.8,1.1,0,2.2,0.0,0.0,0,0.56,1.91,0.2268148662730115,0.0012232415902140685
1996-01-06 21:00:00,397.7,3.2,1,1.88,0.0,0.0,0,1.46,1.9,0.21448419590135465,0.019571865443425075
1996-01-06 22:00:00,361.2,7.7,3,1.29,0.0,0.0,0,3.29,1.82,0.15109412990621746,0.05688073394495413
1996-01-06 23:00:00,331.1,6.5,3,0.76,0.0,0.0,0,3.23,1.76,0.09881903438693998,0.05565749235474007
1996-01-07 00:00:00,356.3,5.3,2,0.18,0.0,0.0,0,2.37,1.81,0.14258423063563744,0.0381243628950051
1996-01-07 01:00:00,370.3,0.6,0,-0.18,0.0,0.0,0,0.53,1.84,0.16689822855158046,0.0006116207951070343
1996-01-07 02:00:00,366.8,7.0,3,-0.18,0.0,0.0,0,3.25,1.83,0.1608197290725947,0.05606523955147809
1996-01-07 03:00:00,339.8,3.0,1,0.06,0.0,0.0,0,1.45,1.78,0.1139284473775617,0.019367991845056064
1996-01-07 04:00:00,356.4,3.1,1,0.51,0.0,0.0,0,1.46,1.81,0.14275790204932268,0.019571865443425075
1996-01-07 05:00:00,374.4,1.1,0,1.1,0.0,0.0,0,0.56,1.85,0.174018756512678,0.0012232415902140685
1996-01-07 06:00:00,380.8,3.1,1,1.69,0.0,0.0,0,1.46,1.86,0.18513372698853775,0.019571865443425075
1996-01-07 07:00:00,396.7,1.2,0,2.01,0.0,0.0,0,0.56,1.89,0.2127474817645016,0.0012232415902140685
1996-01-07 08:00:00,348.9,0.8,0,2.2,0.0,0.0,0,0.54,1.8,0.1297325460229246,0.0008154943934760456
1996-01-07 09:00:00,356.0,2.9,1,2.0,0.0,0.0,0,1.45,1.81,0.14206321639458147,0.019367991845056064
1996-01-07 10:00:00,355.4,1.7,0,1.6,0.0,0.0,0,0.58,1.81,0.1410211879124696,0.0016309887869520889
1996-01-07 11:00:00,366.2,1.9,0,1.07,0.0,0.0,0,0.59,1.83,0.15977770059048282,0.0018348623853211004
1996-01-07 12:00:00,371.6,1.9,0,0.42,0.0,0.0,0,0.59,1.84,0.16915595692948948,0.0018348623853211004
1996-01-07 13:00:00,364.3,2.0,0,-0.02,0.0,0.0,0,0.6,1.83,0.156477943730462,0.002038735983690112
1996-01-07 14:00:00,392.1,6.1,3,-0.2,0.0,0.0,0,3.21,1.88,0.2047585967349775,0.05524974515800204
1996-01-07 15:00:00,355.7,3.1,1,-0.02,0.0,0.0,0,1.46,1.81,0.14154220215352553,0.019571865443425075
1996-01-07 16:00:00,359.9,5.2,2,0.27,0.0,0.0,0,2.36,1.82,0.14883640152830843,0.037920489296636085
1996-01-07 17:00:00,381.5,4.1,2,0.86,0.0,0.0,0,2.31,1.86,0.18634942688433487,0.036901121304791035
1996-01-07 18:00:00,379.4,1.2,0,1.49,0.0,0.0,0,0.56,1.86,0.18270232719694338,0.0012232415902140685
1996-01-07 19:00:00,371.9,2.0,1,1.93,0.0,0.0,0,1.4,1.84,0.1696769711705453,0.018348623853211007
1996-01-07 20:00:00,333.2,2.4,1,2.21,0.0,0.0,0,1.42,1.77,0.10246613407433137,0.018756371049949032
1996-01-07 21:00:00,405.7,6.2,3,2.19,0.0,0.0,0,3.21,1.91,0.22837790899617924,0.05524974515800204
1996-01-07 22:00:00,362.3,4.4,2,1.77,0.0,0.0,0,2.32,1.82,0.15300451545675586,0.03710499490316004
1996-01-07 23:00:00,363.5,2.5,1,1.2,7.5,375.4,0,1.43,1.83,0.15508857242097954,0.018960244648318043
1996-01-08 00:00:00,378.4,3.7,1,0.62,0.0,0.0,0,1.49,1.86,0.1809656130600903,0.02018348623853211
1996-01-08 01:00:00,419.1,0.9,0,0.14,0.0,0.0,0,0.55,1.94,0.2516498784300105,0.001019367991845057
1996-01-08 02:00:00,333.7,6.3,3,-0.16,0.0,0.0,0,3.22,1.77,0.10333449114275792,0.05545361875637106
1996-01-08 03:00:00,346.5,6.3,3,-0.13,0.0,0.0,0,3.22,1.79,0.1255644320944773,0.05545361875637106
1996-01-08 04:00:00,375.0,1.6,0,0.1,0.0,0.0,0,0.58,1.85,0.1750607849947899,0.0016309887869520889
1996-01-08 05:00:00,384.0,3.5,1,0.6,0.0,0.0,0,1.48,1.87,0.19069121222646757,0.0199796126401631
1996-01-08 06:00:00,360.7,4.7,2,1.21,0.0,0.0,0,2.33,1.82,0.1502257728377909,0.037308868501529056
1996-01-08 07:00:00,357.2,3.6,1,1.88,0.0,0.0,0,1.48,1.81,0.14414727335880514,0.0199796126401631
1996-01-08 08:00:00,353.9,3.2,1,2.12,0.0,0.0,0,1.46,1.81,0.13841611670718998,0.019571865443425075
1996-01-08 09:00:00,327.4,1.7,0,2.19,0.0,0.0,0,0.58,1.75,0.09239319208058352,0.0016309887869520889
1996-01-08 10:00:00,369.4,2.8,1,1.99,0.0,0.0,0,1.44,1.84,0.16533518582841264,0.019164118246687054
1996-01-08 11:00:00,379.5,2.8,1,1.41,0.0,0.0,0,1.44,1.86,0.18287599861062873,0.019164118246687054
1996-01-08 12:00:00,365.3,3.2,1,0.86,0.0,0.0,0,1.46,1.83,0.1582146578673151,0.019571865443425075
1996-01-08 13:00:00,366.4,5.8,2,0.34,0.0,0.0,0,2.39,1.83,0.1601250434178534,0.03853211009174312
1996-01-08 14:00:00,372.2,1.6,0,-0.07,0.0,0.0,0,0.58,1.84,0.17019798541160128,0.0016309887869520889
1996-01-08 15:00:00,363.2,1.0,0,-0.24,0.0,0.0,0,0.55,1.83,0.1545675581799236,0.001019367991845057
1996-01-08 16:00:00,375.4,4.8,2,-0.05,0.0,0.0,0,2.34,1.85,0.1757554706495311,0.037512742099898064
1996-01-08 17:00:00,343.9,1.0,0,0.38,0.0,0.0,0,0.55,1.79,0.12104897533865924,0.001019367991845057
1996-01-08 18:00:00,373.8,1.5,0,0.99,0.0,0.0,0,0.57,1.85,0.1729767280305662,0.0014271151885830776
1996-01-08 19:00:00,358.3,3.1,1,1.51,0.0,0.0,0,1.46,1.82,0.14605765890934358,0.019571865443425075
1996-01-08 20:00:00,345.7,0.9,0,2.0,0.0,0.0,0,0.55,1.79,0.1241750607849948,0.001019367991845057
1996-01-08 21:00:00,363.4,2.7,1,2.17,0.0,0.0,0,1.44,1.83,0.1549149010072942,0.019164118246687054
1996-01-08 22:00:00,334.2,3.8,1,2.09,0.0,0.0,0,1.49,1.77,0.10420284821118445,0.02018348623853211
1996-01-08 23:00:00,362.3,5.7,2,1.67,0.0,0.0,0,2.39,1.82,0.15300451545675586,0.03853211009174312
1996-01-09 00:00:00,378.1,4.9,2,1.2,0.0,0.0,0,2.35,1.86,0.18044459881903446,0.03771661569826708
1996-01-09 01:00:00,395.3,5.9,2,0.49,0.0,0.0,0,2.4,1.89,0.21031608197290733,0.03873598369011213
1996-01-09 02:00:00,337.8,5.6,2,0.12,0.0,0.0,0,2.38,1.78,0.11045501910385555,0.03832823649337411
1996-01-09 03:00:00,368.7,0.6,0,-0.24,0.0,0.0,0,0.53,1.84,0.1641194859326155,0.0006116207951070343
1996-01-09 04:00:00,394.2,2.3,1,-0.07,0.0,0.0,0,1.42,1.89,0.2084056964223689,0.018756371049949032
1996-01-09 05:00:00,355.6,3.2,1,0.25,0.0,0.0,0,1.46,1.81,0.1413685307398403,0.019571865443425075
1996-01-09 06:00:00,352.0,1.6,0,0.71,0.0,0.0,0,0.58,1.8,0.1351163598471692,0.0016309887869520889
1996-01-09 07:00:00,357.2,1.4,0,1.42,0.0,0.0,0,0.57,1.81,0.14414727335880514,0.0014271151885830776
1996-01-09 08:00:00,360.2,2.5,1,1.83,0.0,0.0,0,1.43,1.82,0.14935741576936437,0.018960244648318043
1996-01-09 09:00:00,385.8,3.5,1,2.16,0.0,0.0,0,1.48,1.87,0.19381729767280312,0.0199796126401631
1996-01-09 10:00:00,355.1,3.7,1,2.19,0.0,0.0,0,1.49,1.81,0.14050017367141376,0.02018348623853211
1996-01-09 11:00:00,304.0,14.1,4,1.86,0.0,0.0,0,11.21,4.51,0.05175408127822163,0.21834862385321105
1996-01-09 12:00:00,335.0,5.4,2,1.33,0.0,0.0,0,2.37,1.77,0.10559221952066693,0.0381243628950051
1996-01-09 13:00:00,374.5,0.7,0,0.78,0.0,0.0,0,0.54,1.85,0.17419242792636336,0.0008154943934760456
1996-01-09 14:00:00,328.6,4.2,2,0.24,0.0,0.0,0,2.31,1.76,0.0944772490448073,0.036901121304791035
1996-01-09 15:00:00,331.7,3.9,1,-0.15,0.0,0.0,0,1.5,1.76,0.09986106286905176,0.020387359836901122
1996-01-09 16:00:00,365.9,3.1,1,-0.2,0.0,0.0,0,1.46,1.83,0.15925668634942688,0.019571865443425075
1996-01-09 17:00:00,344.8,3.8,1,0.06,0.0,0.0,0,1.49,1.79,0.12261201806182707,0.02018348623853211
1996-01-09 18:00:00,365.9,2.8,1,0.53,0.0,0.0,0,1.44,1.83,0.15925668634942688,0.019164118246687054
1996-01-09 19:00:00,330.2,5.0,2,1.08,0.0,0.0,0,2.35,1.76,0.09725599166377215,0.03771661569826708
1996-01-09 20:00:00,376.6,3.5,1,1.68,0.0,0.0,0,1.48,1.85,0.17783952761375485,0.0199796126401631
1996-01-09 21:00:00,377.0,2.7,1,2.1,0.0,0.0,0,1.44,1.85,0.17853421326849603,0.019164118246687054
1996-01-09 22:00:00,333.0,3.7,1,2.26,0.0,0.0,0,1.49,1.77,0.10211879124696077,0.02018348623853211
