Datetime_Cleaned,Solar_Wind_Speed_kms,Proton_Density_cm3,Kp_Index,Water_Height_Meters,Earthquake_Magnitude,Seismic_Depth_km,Starlink_Satellites_Destroyed,Radar_Signal_Loss_dB,GPS_Position_Error_Meters,Scaled_Solar_Speed,Scaled_Radar_Loss
2011-01-02 06:00:00,355.9,2.0,0,1.29,0.0,0.0,0,0.6,1.81,0.14751552795031056,0.002038735983690112
2011-01-02 07:00:00,350.3,1.3,0,0.7,0.0,0.0,0,0.56,1.8,0.13785369220151833,0.0012232415902140685
2011-01-02 08:00:00,356.3,2.6,1,0.21,0.0,0.0,0,1.43,1.81,0.14820565907522434,0.018960244648318043
2011-01-02 09:00:00,352.4,4.9,2,-0.3,0.0,0.0,0,2.35,1.8,0.1414768806073154,0.03771661569826708
2011-01-02 10:00:00,361.8,9.3,4,-0.48,0.0,0.0,0,10.96,4.62,0.15769496204278818,0.21325178389398575
2011-01-02 11:00:00,361.3,6.1,3,-0.25,0.0,0.0,0,3.21,1.82,0.156832298136646,0.05524974515800204
2011-01-02 12:00:00,365.9,3.9,1,0.04,0.0,0.0,0,1.5,1.83,0.1647688060731539,0.020387359836901122
2011-01-02 13:00:00,388.1,2.9,1,0.59,0.0,0.0,0,1.45,1.88,0.2030710835058662,0.019367991845056064
2011-01-02 14:00:00,329.1,7.0,3,1.17,0.0,0.0,0,3.25,1.76,0.10127674258109048,0.05606523955147809
2011-01-02 15:00:00,385.9,3.2,1,1.65,0.0,0.0,0,1.46,1.87,0.19927536231884058,0.019571865443425075
2011-01-02 16:00:00,355.3,1.8,0,1.92,0.0,0.0,0,0.59,1.81,0.14648033126294002,0.0018348623853211004
2011-01-02 17:00:00,335.4,2.6,1,1.89,0.0,0.0,0,1.43,1.77,0.11214630779848171,0.018960244648318043
2011-01-02 18:00:00,356.6,4.3,2,1.49,0.0,0.0,0,2.31,1.81,0.14872325741890965,0.036901121304791035
2011-01-02 19:00:00,361.8,0.2,0,0.95,0.0,0.0,0,0.51,1.82,0.15769496204278818,0.0002038735983690114
2011-01-02 20:00:00,381.4,7.9,3,0.37,0.0,0.0,0,3.3,1.86,0.19151138716356106,0.05708460754332314
2011-01-02 21:00:00,338.8,4.6,2,-0.1,0.0,0.0,0,2.33,1.78,0.1180124223602485,0.037308868501529056
2011-01-02 22:00:00,364.3,1.0,0,-0.4,0.0,0.0,0,0.55,1.83,0.16200828157349903,0.001019367991845057
2011-01-02 23:00:00,362.4,3.9,1,-0.43,0.0,0.0,0,1.5,1.82,0.15873015873015872,0.020387359836901122
2011-01-03 00:00:00,326.3,1.2,0,-0.12,0.0,0.0,0,0.56,1.75,0.09644582470669433,0.0012232415902140685
2011-01-03 01:00:00,336.3,2.2,1,0.43,0.0,0.0,0,1.41,1.77,0.11369910282953767,0.01855249745158002
2011-01-03 02:00:00,372.0,2.9,1,1.03,0.0,0.0,0,1.45,1.84,0.17529330572808838,0.019367991845056064
2011-01-03 03:00:00,373.9,2.5,1,1.57,0.0,0.0,0,1.43,1.85,0.17857142857142858,0.018960244648318043
2011-01-03 04:00:00,381.8,4.2,2,1.92,0.0,0.0,0,2.31,1.86,0.19220151828847487,0.036901121304791035
2011-01-03 05:00:00,370.7,3.2,1,1.97,0.0,0.0,0,1.46,1.84,0.17305037957211872,0.019571865443425075
2011-01-03 06:00:00,367.9,5.4,2,1.68,0.0,0.0,0,2.37,1.84,0.16821946169772256,0.0381243628950051
2011-01-03 07:00:00,362.5,4.7,2,1.2,0.0,0.0,0,2.33,1.82,0.1589026915113872,0.037308868501529056
2011-01-03 08:00:00,588.6,40.9,6,0.64,0.0,0.0,0,33.75,12.18,0.5489993098688751,0.6778797145769623
2011-01-03 09:00:00,553.6,12.1,5,0.04,0.0,0.0,0,13.61,5.01,0.48861283643892345,0.2672782874617737
2011-01-03 10:00:00,815.4,41.0,6,-0.22,0.0,0.0,0,33.75,12.63,0.940303657694962,0.6778797145769623
2011-01-03 11:00:00,809.6,19.0,6,-0.33,0.0,0.0,0,32.65,12.62,0.9302967563837129,0.6554536187563711
2011-01-03 12:00:00,611.9,19.2,6,-0.26,0.0,0.0,0,32.66,12.22,0.5891994478951,0.65565749235474
2011-01-03 13:00:00,847.2,19.6,6,0.25,0.0,0.0,0,32.68,12.69,0.995169082125604,0.6560652395514781
2011-01-03 14:00:00,635.9,14.1,7,0.78,0.0,0.0,40,37.6,12.27,0.6306073153899241,0.7563710499490317
2011-01-03 15:00:00,676.1,24.2,5,1.43,0.0,0.0,0,14.21,5.25,0.6999654934437544,0.2795107033639144
2011-01-03 16:00:00,585.8,14.1,8,1.87,0.0,0.0,0,42.8,12.17,0.5441683919944789,0.8623853211009174
2011-01-03 17:00:00,636.5,27.5,6,2.03,0.0,0.0,0,33.08,12.27,0.6316425120772947,0.6642201834862386
2011-01-03 18:00:00,544.1,18.2,6,1.95,0.0,0.0,0,32.61,12.09,0.47222222222222227,0.654638124362895
2011-01-03 19:00:00,820.7,37.9,5,1.46,0.0,0.0,0,14.89,5.54,0.9494478951000691,0.2933741080530072
2011-01-03 20:00:00,606.5,21.7,5,0.99,0.0,0.0,0,14.09,5.11,0.5798826777087647,0.27706422018348625
2011-01-03 21:00:00,683.2,18.7,5,0.3,0.0,0.0,0,13.94,5.27,0.7122153209109732,0.27400611620795107
2011-01-03 22:00:00,675.0,43.1,5,-0.08,0.0,0.0,0,15.16,5.25,0.6980676328502415,0.2988786952089705
2011-01-03 23:00:00,770.5,34.2,8,-0.36,0.0,0.0,46,43.81,12.54,0.8628364389233955,0.8829765545361876
2011-01-04 00:00:00,774.3,42.3,6,-0.3,0.0,0.0,0,33.82,12.55,0.8693926846100758,0.6793068297655455
2011-01-04 01:00:00,816.3,24.8,5,0.08,0.0,0.0,0,14.24,5.53,0.9418564527260178,0.28012232415902144
2011-01-04 02:00:00,804.9,28.4,6,0.59,0.0,0.0,0,33.12,12.61,0.9221877156659765,0.6650356778797145
2011-01-04 03:00:00,802.0,39.6,5,1.2,0.0,0.0,0,14.98,5.5,0.917184265010352,0.2952089704383283
2011-01-04 04:00:00,849.3,28.2,5,1.75,0.0,0.0,0,14.41,5.6,0.9987922705314008,0.2835881753312946
2011-01-04 05:00:00,733.5,41.3,6,2.07,0.0,0.0,0,33.77,12.47,0.7989993098688751,0.6782874617737004
2011-01-04 06:00:00,732.0,18.9,9,2.09,0.0,0.0,0,48.25,12.46,0.7964113181504486,0.9734964322120286
2011-01-04 07:00:00,707.2,43.7,6,1.72,0.0,0.0,0,33.89,12.41,0.7536231884057972,0.6807339449541285
2011-01-04 08:00:00,689.9,22.2,6,1.17,0.0,0.0,0,32.81,12.38,0.7237750172532781,0.6587155963302753
2011-01-04 09:00:00,741.0,42.5,5,0.63,0.0,0.0,0,15.12,5.38,0.8119392684610076,0.2980632008154944
2011-01-04 10:00:00,533.6,21.7,5,0.08,0.0,0.0,0,14.09,4.97,0.4541062801932368,0.27706422018348625
2011-01-04 11:00:00,549.5,23.7,6,-0.25,0.0,0.0,0,32.89,12.1,0.48153899240855763,0.6603465851172273
2011-01-04 12:00:00,338.8,3.1,1,-0.33,0.0,0.0,0,1.46,1.78,0.1180124223602485,0.019571865443425075
2011-01-04 13:00:00,346.3,1.7,0,-0.0,0.0,0.0,0,0.58,1.79,0.13095238095238101,0.0016309887869520889
2011-01-04 14:00:00,350.5,0.9,0,0.44,0.0,0.0,0,0.55,1.8,0.1381987577639752,0.001019367991845057
2011-01-04 15:00:00,376.6,2.4,1,0.95,0.0,0.0,0,1.42,1.85,0.18322981366459634,0.018756371049949032
2011-01-04 16:00:00,342.7,0.7,0,1.65,0.0,0.0,0,0.54,1.79,0.12474120082815736,0.0008154943934760456
2011-01-04 17:00:00,357.4,7.7,3,1.89,0.0,0.0,0,3.29,1.81,0.15010351966873706,0.05688073394495413
2011-01-04 18:00:00,349.5,3.6,1,2.06,0.0,0.0,0,1.48,1.8,0.13647342995169084,0.0199796126401631
2011-01-04 19:00:00,355.0,1.8,0,1.95,0.0,0.0,0,0.59,1.81,0.14596273291925468,0.0018348623853211004
2011-01-04 20:00:00,385.8,3.9,1,1.46,0.0,0.0,0,1.5,1.87,0.19910282953761219,0.020387359836901122
2011-01-04 21:00:00,340.7,2.4,1,0.92,0.0,0.0,0,1.42,1.78,0.1212905452035887,0.018756371049949032
2011-01-04 22:00:00,361.4,4.1,2,0.33,0.0,0.0,0,2.31,1.82,0.1570048309178744,0.036901121304791035
2011-01-04 23:00:00,365.4,2.6,1,-0.07,0.0,0.0,0,1.43,1.83,0.16390614216701171,0.018960244648318043
2011-01-05 00:00:00,377.2,2.5,1,-0.33,0.0,0.0,0,1.43,1.85,0.18426501035196688,0.018960244648318043
2011-01-05 01:00:00,334.7,2.2,1,-0.27,0.0,0.0,0,1.41,1.77,0.11093857832988269,0.01855249745158002
2011-01-05 02:00:00,382.3,0.3,0,0.26,0.0,0.0,0,0.52,1.86,0.19306418219461702,0.0004077471967380228
2011-01-05 03:00:00,368.7,0.8,0,0.78,0.0,0.0,0,0.54,1.84,0.16959972394755005,0.0008154943934760456
2011-01-05 04:00:00,377.5,1.8,0,1.46,0.0,0.0,0,0.59,1.86,0.18478260869565222,0.0018348623853211004
2011-01-05 05:00:00,361.4,1.8,0,1.89,0.0,0.0,0,0.59,1.82,0.1570048309178744,0.0018348623853211004
2011-01-05 06:00:00,327.2,1.3,0,2.03,0.0,0.0,0,0.56,1.75,0.09799861973775019,0.0012232415902140685
2011-01-05 07:00:00,347.1,4.8,2,1.99,0.0,0.0,0,2.34,1.79,0.1323326432022085,0.037512742099898064
2011-01-05 08:00:00,376.4,7.7,3,1.68,0.0,0.0,0,3.29,1.85,0.1828847481021394,0.05688073394495413
2011-01-05 09:00:00,360.7,2.8,1,1.16,0.0,0.0,0,1.44,1.82,0.1557971014492754,0.019164118246687054
2011-01-05 10:00:00,359.0,7.6,3,0.58,0.0,0.0,0,3.28,1.82,0.15286404416839203,0.05667686034658512
2011-01-05 11:00:00,395.8,3.5,1,-0.01,0.0,0.0,0,1.48,1.89,0.21635610766045554,0.0199796126401631
2011-01-05 12:00:00,404.0,5.6,2,-0.27,0.0,0.0,0,2.38,1.91,0.23050379572118707,0.03832823649337411
2011-01-05 13:00:00,359.3,2.4,1,-0.24,0.0,0.0,0,1.42,1.82,0.15338164251207734,0.018756371049949032
2011-01-05 14:00:00,398.7,4.4,2,0.07,0.0,0.0,0,2.32,1.9,0.22135955831608006,0.03710499490316004
2011-01-05 15:00:00,320.1,2.6,1,0.6,0.0,0.0,0,1.43,1.74,0.08574879227053148,0.018960244648318043
2011-01-05 16:00:00,319.0,2.7,1,1.19,0.0,0.0,0,1.44,1.74,0.08385093167701867,0.019164118246687054
2011-01-05 17:00:00,377.3,0.9,0,1.7,0.0,0.0,0,0.55,1.85,0.18443754313319535,0.001019367991845057
2011-01-05 18:00:00,354.8,2.0,1,2.13,0.0,0.0,0,1.4,1.81,0.14561766735679785,0.018348623853211007
2011-01-05 19:00:00,371.6,4.2,2,2.13,0.0,0.0,0,2.31,1.84,0.17460317460317468,0.036901121304791035
2011-01-05 20:00:00,370.3,1.0,0,1.84,0.0,0.0,0,0.55,1.84,0.17236024844720502,0.001019367991845057
2011-01-05 21:00:00,358.2,2.2,1,1.49,0.0,0.0,0,1.41,1.82,0.15148378191856454,0.01855249745158002
2011-01-05 22:00:00,373.6,4.4,2,0.82,0.0,0.0,0,2.32,1.85,0.17805383022774335,0.03710499490316004
2011-01-05 23:00:00,363.0,2.8,1,0.26,0.0,0.0,0,1.44,1.83,0.15976535541752937,0.019164118246687054
2011-01-06 00:00:00,329.4,2.2,1,-0.09,0.0,0.0,0,1.41,1.76,0.1017943409247757,0.01855249745158002
2011-01-06 01:00:00,364.4,5.5,2,-0.27,0.0,0.0,0,2.38,1.83,0.1621808143547274,0.03832823649337411
2011-01-06 02:00:00,363.7,2.0,0,-0.08,0.0,0.0,0,0.6,1.83,0.16097308488612838,0.002038735983690112
2011-01-06 03:00:00,396.7,3.7,1,0.39,0.0,0.0,0,1.49,1.89,0.2179089026915114,0.02018348623853211
2011-01-06 04:00:00,337.4,7.3,3,0.96,0.0,0.0,0,3.27,1.77,0.11559696342305037,0.05647298674821611
2011-01-06 05:00:00,360.3,2.5,1,1.61,0.0,0.0,0,1.43,1.82,0.1551069703243617,0.018960244648318043
2011-01-06 06:00:00,351.5,2.1,1,2.0,0.0,0.0,0,1.41,1.8,0.13992408557625952,0.01855249745158002
2011-01-06 07:00:00,357.3,2.8,1,2.06,0.0,0.0,0,1.44,1.81,0.14993098688750867,0.019164118246687054
2011-01-06 08:00:00,393.2,1.2,0,2.01,0.0,0.0,0,0.56,1.89,0.21187025534851622,0.0012232415902140685
2011-01-06 09:00:00,367.6,4.9,2,1.67,0.0,0.0,0,2.35,1.84,0.16770186335403733,0.03771661569826708
2011-01-06 10:00:00,350.7,3.7,1,1.06,0.0,0.0,0,1.49,1.8,0.13854382332643203,0.02018348623853211
2011-01-06 11:00:00,363.1,1.4,0,0.45,0.0,0.0,0,0.57,1.83,0.15993788819875784,0.0014271151885830776
2011-01-06 12:00:00,375.3,1.2,0,-0.01,0.0,0.0,0,0.56,1.85,0.18098688750862668,0.0012232415902140685
2011-01-06 13:00:00,340.1,3.9,1,-0.28,0.0,0.0,0,1.5,1.78,0.12025534851621815,0.020387359836901122
2011-01-06 14:00:00,354.7,4.1,2,-0.18,0.0,0.0,0,2.31,1.81,0.14544513457556937,0.036901121304791035
2011-01-06 15:00:00,390.8,0.7,0,0.19,0.0,0.0,0,0.54,1.88,0.20772946859903388,0.0008154943934760456
2011-01-06 16:00:00,377.1,1.8,0,0.73,0.0,0.0,0,0.59,1.85,0.18409247757073852,0.0018348623853211004
2011-01-06 17:00:00,359.1,5.0,2,1.36,0.0,0.0,0,2.35,1.82,0.1530365769496205,0.03771661569826708
2011-01-06 18:00:00,350.5,3.7,1,1.81,0.0,0.0,0,1.49,1.8,0.1381987577639752,0.02018348623853211
2011-01-06 19:00:00,356.9,3.4,1,2.15,0.0,0.0,0,1.47,1.81,0.14924085576259488,0.01977573904179409
2011-01-06 20:00:00,329.0,1.6,0,2.14,0.0,0.0,0,0.58,1.76,0.10110420979986201,0.0016309887869520889
2011-01-06 21:00:00,378.9,1.2,0,1.83,0.0,0.0,0,0.56,1.86,0.18719806763285024,0.0012232415902140685
2011-01-06 22:00:00,366.8,2.0,0,1.28,0.0,0.0,0,0.6,1.83,0.16632160110420985,0.002038735983690112
2011-01-06 23:00:00,362.8,2.9,1,0.7,0.0,0.0,0,1.45,1.83,0.1594202898550725,0.019367991845056064
2011-01-07 00:00:00,334.1,3.2,1,0.15,0.0,0.0,0,1.46,1.77,0.10990338164251215,0.019571865443425075
2011-01-07 01:00:00,345.7,1.8,0,-0.07,0.0,0.0,0,0.59,1.79,0.12991718426501037,0.0018348623853211004
2011-01-07 02:00:00,370.3,6.6,3,-0.13,0.0,0.0,0,3.23,1.84,0.17236024844720502,0.05565749235474007
2011-01-07 03:00:00,365.2,5.9,2,0.08,0.0,0.0,0,2.4,1.83,0.16356107660455488,0.03873598369011213
2011-01-07 04:00:00,350.1,1.6,0,0.5,0.0,0.0,0,0.58,1.8,0.1375086266390615,0.0016309887869520889
2011-01-07 05:00:00,370.1,4.1,2,1.14,0.0,0.0,0,2.31,1.84,0.17201518288474818,0.036901121304791035
2011-01-07 06:00:00,378.8,4.0,1,1.66,0.0,0.0,0,1.5,1.86,0.18702553485162185,0.020387359836901122
2011-01-07 07:00:00,346.5,0.9,0,1.99,0.0,0.0,0,0.55,1.79,0.13129744651483785,0.001019367991845057
2011-01-07 08:00:00,349.4,3.5,1,2.22,0.0,0.0,0,1.48,1.8,0.13630089717046237,0.0199796126401631
2011-01-07 09:00:00,342.6,2.0,1,2.02,0.0,0.0,0,1.4,1.79,0.124568668046929,0.018348623853211007
2011-01-07 10:00:00,336.9,1.3,0,1.6,0.0,0.0,0,0.56,1.77,0.11473429951690821,0.0012232415902140685
2011-01-07 11:00:00,375.9,1.1,0,0.97,0.0,0.0,0,0.56,1.85,0.18202208419599722,0.0012232415902140685
2011-01-07 12:00:00,370.2,2.0,1,0.39,0.0,0.0,0,1.4,1.84,0.17218771566597654,0.018348623853211007
2011-01-07 13:00:00,366.8,1.1,0,0.03,0.0,0.0,0,0.56,1.83,0.16632160110420985,0.0012232415902140685
2011-01-07 14:00:00,336.6,0.8,0,-0.14,0.0,0.0,0,0.54,1.77,0.11421670117322298,0.0008154943934760456
2011-01-07 15:00:00,339.1,0.8,0,-0.12,0.0,0.0,0,0.54,1.78,0.11853002070393383,0.0008154943934760456
2011-01-07 16:00:00,358.6,2.5,1,0.26,0.0,0.0,0,1.43,1.82,0.15217391304347833,0.018960244648318043
2011-01-07 17:00:00,351.7,4.4,2,0.89,0.0,0.0,0,2.32,1.8,0.14026915113871638,0.03710499490316004
2011-01-07 18:00:00,362.4,2.2,1,1.47,0.0,0.0,0,1.41,1.82,0.15873015873015872,0.01855249745158002
2011-01-07 19:00:00,346.0,5.7,2,1.95,0.0,0.0,0,2.39,1.79,0.13043478260869568,0.03853211009174312
2011-01-07 20:00:00,373.1,2.9,1,2.15,0.0,0.0,0,1.45,1.85,0.17719116632160117,0.019367991845056064
2011-01-07 21:00:00,396.0,4.4,2,2.11,0.0,0.0,0,2.32,1.89,0.21670117322291238,0.03710499490316004
2011-01-07 22:00:00,390.9,3.4,1,1.81,0.0,0.0,0,1.47,1.88,0.20790200138026224,0.01977573904179409
2011-01-07 23:00:00,392.2,2.5,1,1.27,0.0,0.0,0,1.43,1.88,0.2101449275362319,0.018960244648318043
2011-01-08 00:00:00,361.4,1.3,0,0.66,0.0,0.0,0,0.56,1.82,0.1570048309178744,0.0012232415902140685
2011-01-08 01:00:00,378.4,5.5,2,0.18,0.0,0.0,0,2.38,1.86,0.18633540372670807,0.03832823649337411
2011-01-08 02:00:00,352.5,1.1,0,-0.2,0.0,0.0,0,0.56,1.8,0.14164941338854387,0.0012232415902140685
2011-01-08 03:00:00,378.4,4.4,2,-0.12,0.0,0.0,0,2.32,1.86,0.18633540372670807,0.03710499490316004
2011-01-08 04:00:00,352.4,2.8,1,0.13,0.0,0.0,0,1.44,1.8,0.1414768806073154,0.019164118246687054
2011-01-08 05:00:00,350.2,4.4,2,0.65,0.0,0.0,0,2.32,1.8,0.13768115942028986,0.03710499490316004
2011-01-08 06:00:00,347.1,4.1,2,1.22,0.0,0.0,0,2.31,1.79,0.1323326432022085,0.036901121304791035
2011-01-08 07:00:00,374.0,0.8,0,1.77,0.0,0.0,0,0.54,1.85,0.17874396135265705,0.0008154943934760456
2011-01-08 08:00:00,365.5,8.1,4,2.05,0.0,0.0,0,10.9,4.63,0.1640786749482402,0.2120285423037717
2011-01-08 09:00:00,363.7,4.5,2,2.25,0.0,0.0,0,2.33,1.83,0.16097308488612838,0.037308868501529056
2011-01-08 10:00:00,337.2,4.4,2,1.94,0.0,0.0,0,2.32,1.77,0.11525189786059353,0.03710499490316004
2011-01-08 11:00:00,362.8,2.1,1,1.46,0.0,0.0,0,1.41,1.83,0.1594202898550725,0.01855249745158002
2011-01-08 12:00:00,331.2,1.0,0,0.96,0.0,0.0,0,0.55,1.76,0.10489993098688752,0.001019367991845057
2011-01-08 13:00:00,389.5,1.6,0,0.3,0.0,0.0,0,0.58,1.88,0.20548654244306422,0.0016309887869520889
2011-01-08 14:00:00,357.4,4.9,2,-0.11,0.0,0.0,0,2.35,1.81,0.15010351966873706,0.03771661569826708
2011-01-08 15:00:00,363.9,3.2,1,-0.16,0.0,0.0,0,1.46,1.83,0.16131815044858522,0.019571865443425075
2011-01-08 16:00:00,357.9,2.8,1,-0.05,0.0,0.0,0,1.44,1.82,0.15096618357487923,0.019164118246687054
2011-01-08 17:00:00,328.3,4.9,2,0.37,0.0,0.0,0,2.35,1.76,0.099896480331263,0.03771661569826708
2011-01-08 18:00:00,332.6,0.7,0,1.05,0.0,0.0,0,0.54,1.77,0.10731538992408565,0.0008154943934760456
2011-01-08 19:00:00,359.4,5.5,2,1.54,0.0,0.0,0,2.38,1.82,0.15355417529330573,0.03832823649337411
2011-01-08 20:00:00,389.8,2.9,1,1.96,0.0,0.0,0,1.45,1.88,0.20600414078674953,0.019367991845056064
2011-01-08 21:00:00,337.7,0.2,0,2.2,0.0,0.0,0,0.51,1.78,0.1161145617667357,0.0002038735983690114
2011-01-08 22:00:00,345.9,2.9,1,2.1,0.0,0.0,0,1.45,1.79,0.1302622498274672,0.019367991845056064
2011-01-08 23:00:00,359.1,2.5,1,1.65,0.0,0.0,0,1.43,1.82,0.1530365769496205,0.018960244648318043
2011-01-09 00:00:00,326.3,11.1,4,1.17,0.0,0.0,0,11.05,4.55,0.09644582470669433,0.21508664627930685
2011-01-09 01:00:00,326.1,0.9,0,0.53,0.0,0.0,0,0.55,1.75,0.09610075914423748,0.001019367991845057
2011-01-09 02:00:00,351.8,1.0,0,0.0,0.0,0.0,0,0.55,1.8,0.14044168391994485,0.001019367991845057
2011-01-09 03:00:00,359.1,5.2,2,-0.14,0.0,0.0,0,2.36,1.82,0.1530365769496205,0.037920489296636085
2011-01-09 04:00:00,352.2,2.2,1,-0.14,0.0,0.0,0,1.41,1.8,0.14113181504485853,0.01855249745158002
2011-01-09 05:00:00,390.7,1.7,0,0.17,0.0,0.0,0,0.58,1.88,0.2075569358178054,0.0016309887869520889
2011-01-09 06:00:00,356.7,2.4,1,0.78,0.0,0.0,0,1.42,1.81,0.14889579020013805,0.018756371049949032
2011-01-09 07:00:00,367.2,5.1,2,1.39,0.0,0.0,0,2.35,1.83,0.16701173222912355,0.03771661569826708
2011-01-09 08:00:00,392.0,4.6,2,1.9,0.0,0.0,0,2.33,1.88,0.20979986197377504,0.037308868501529056
2011-01-09 09:00:00,394.1,0.7,0,2.11,0.0,0.0,0,0.54,1.89,0.21342305037957218,0.0008154943934760456
2011-01-09 10:00:00,328.2,6.1,3,2.13,0.0,0.0,0,3.21,1.76,0.09972394755003453,0.05524974515800204
2011-01-09 11:00:00,352.5,0.3,0,1.94,0.0,0.0,0,0.52,1.8,0.14164941338854387,0.0004077471967380228
2011-01-09 12:00:00,383.3,5.1,2,1.31,0.0,0.0,0,2.35,1.87,0.19478951000690137,0.03771661569826708
2011-01-09 13:00:00,332.4,3.4,1,0.72,0.0,0.0,0,1.47,1.76,0.1069703243616287,0.01977573904179409
2011-01-09 14:00:00,341.5,2.0,1,0.22,0.0,0.0,0,1.4,1.78,0.12267080745341619,0.018348623853211007
2011-01-09 15:00:00,334.0,4.4,2,-0.15,0.0,0.0,0,2.32,1.77,0.10973084886128368,0.03710499490316004
2011-01-09 16:00:00,332.8,4.4,2,-0.23,0.0,0.0,0,2.32,1.77,0.1076604554865425,0.03710499490316004
2011-01-09 17:00:00,337.3,3.4,1,0.01,0.0,0.0,0,1.47,1.77,0.115424430641822,0.01977573904179409
2011-01-09 18:00:00,363.5,3.1,1,0.47,0.0,0.0,0,1.46,1.83,0.16062801932367152,0.019571865443425075
2011-01-09 19:00:00,385.4,5.6,2,1.07,0.0,0.0,0,2.38,1.87,0.1984126984126984,0.03832823649337411
2011-01-09 20:00:00,390.6,1.1,0,1.65,0.0,0.0,0,0.56,1.88,0.20738440303657701,0.0012232415902140685
2011-01-09 21:00:00,360.2,3.3,1,2.11,0.0,0.0,0,1.47,1.82,0.1549344375431332,0.01977573904179409
2011-01-09 22:00:00,320.6,5.5,2,2.21,0.0,0.0,0,2.38,1.74,0.08661145617667364,0.03832823649337411
2011-01-09 23:00:00,358.9,7.0,3,1.95,0.0,0.0,0,3.25,1.82,0.15269151138716355,0.05606523955147809
